ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0001999711-24-000001	021-496478               	30-DEC-2024		X0708	D/A	LIVE		
0002041893-24-000001	021-533681               	30-DEC-2024		X0708	D	LIVE		
0002031539-24-000003	021-533680               	30-DEC-2024		X0708	D	LIVE		
0002049828-24-000001	021-533679               	30-DEC-2024		X0708	D	LIVE		
0002027277-24-000002	021-533678               	30-DEC-2024		X0708	D	LIVE		
0002049731-24-000002	021-533677               	30-DEC-2024		X0708	D	LIVE		
0001959149-24-000002	021-468659               	30-DEC-2024		X0708	D/A	LIVE		
0002049910-24-000001	021-533676               	30-DEC-2024		X0708	D	LIVE		
0001869335-24-000005	021-528000               	30-DEC-2024		X0708	D/A	LIVE		
0002042368-24-000006	021-472132               	30-DEC-2024		X0708	D/A	LIVE		
0001959027-24-000001	021-468672               	30-DEC-2024		X0708	D/A	LIVE		
0002040592-24-000002	021-533675               	30-DEC-2024		X0708	D	LIVE		
0002049301-24-000002	021-533674               	30-DEC-2024		X0708	D	LIVE		
0002023156-24-000002	021-515269               	30-DEC-2024		X0708	D/A	LIVE		
0002002484-24-000001	021-498418               	30-DEC-2024		X0708	D/A	LIVE		
0002050064-24-000001	021-533673               	30-DEC-2024		X0708	D	LIVE		
0002050264-24-000001	021-533672               	30-DEC-2024		X0708	D	LIVE		
0002049083-24-000001	021-533671               	30-DEC-2024		X0708	D	LIVE		
0002050319-24-000002	021-533670               	30-DEC-2024		X0708	D	LIVE		
0002050213-24-000001	021-533669               	30-DEC-2024		X0708	D	LIVE		
0002047499-24-000001	021-533668               	30-DEC-2024		X0708	D	LIVE		
0002050337-24-000003	021-533667               	30-DEC-2024		X0708	D	LIVE		
0000919574-24-007333	021-533666               	30-DEC-2024		X0708	D	LIVE		
0001878646-24-000035	021-533665               	30-DEC-2024		X0708	D	LIVE		
0002036382-24-000002	021-533664               	30-DEC-2024		X0708	D	LIVE		
0002016687-24-000009	021-533663               	30-DEC-2024		X0708	D	LIVE		
0001013594-24-001052	021-388745               	30-DEC-2024		X0708	D/A	LIVE		
0002050119-24-000001	021-533662               	30-DEC-2024		X0708	D	LIVE		
0002049208-24-000001	021-533661               	30-DEC-2024		X0708	D	LIVE		
0001826667-24-000053	021-533660               	30-DEC-2024	3841	X0708	D	LIVE		
0002016687-24-000008	021-533659               	30-DEC-2024		X0708	D	LIVE		
0001559680-24-000001	021-533658               	30-DEC-2024		X0708	D	LIVE		
0002003781-24-000003	021-499176               	30-DEC-2024		X0708	D/A	LIVE		
0001779552-24-000002	021-533657               	30-DEC-2024		X0708	D	LIVE		
0002039827-24-000002	021-533656               	30-DEC-2024		X0708	D	LIVE		
0002050067-24-000002	021-533655               	30-DEC-2024		X0708	D	LIVE		
0002049839-24-000002	021-533654               	30-DEC-2024		X0708	D	LIVE		
0001794705-24-000003	021-533653               	30-DEC-2024		X0708	D	LIVE		
0001770205-24-000003	021-469687               	30-DEC-2024		X0708	D/A	LIVE		
0002028606-24-000001	021-533652               	30-DEC-2024		X0708	D	LIVE		
0002050303-24-000001	021-533651               	30-DEC-2024		X0708	D	LIVE		
0001794641-24-000001	021-441101               	30-DEC-2024		X0708	D/A	LIVE		
0001847313-24-000001	021-533650               	30-DEC-2024		X0708	D	LIVE		
0002047376-24-000024	021-468239               	30-DEC-2024		X0708	D/A	LIVE		
0001999510-24-000001	021-533649               	30-DEC-2024		X0708	D	LIVE		
0002028139-24-000002	021-533648               	30-DEC-2024		X0708	D	LIVE		
0001104659-24-132420	021-533647               	30-DEC-2024		X0708	D	LIVE		
0002036382-24-000001	021-533646               	30-DEC-2024		X0708	D	LIVE		
0001999419-24-000001	021-533645               	30-DEC-2024		X0708	D	LIVE		
0002047376-24-000023	021-528730               	30-DEC-2024		X0708	D/A	LIVE		
0002022571-24-000004	021-533644               	30-DEC-2024		X0708	D	LIVE		
0002045155-24-000001	021-533643               	30-DEC-2024		X0708	D	LIVE		
0002047376-24-000022	021-506916               	30-DEC-2024		X0708	D/A	LIVE		
0001727689-24-000158	021-533642               	30-DEC-2024	2000	X0708	D	LIVE		
0002047376-24-000021	021-465906               	30-DEC-2024		X0708	D/A	LIVE		
0000919574-24-007329	021-96541                	30-DEC-2024		X0708	D/A	LIVE		
0001800240-24-000002	021-533641               	30-DEC-2024		X0708	D	LIVE		
0002049993-24-000001	021-533640               	30-DEC-2024		X0708	D	LIVE		
0002048033-24-000003	021-533639               	30-DEC-2024		X0708	D	LIVE		
0002047376-24-000020	021-516203               	30-DEC-2024		X0708	D/A	LIVE		
0000919574-24-007327	021-136220               	30-DEC-2024		X0708	D/A	LIVE		
0002047376-24-000019	021-473524               	30-DEC-2024		X0708	D/A	LIVE		
0002043539-24-000002	021-533638               	30-DEC-2024		X0708	D	LIVE		
0000919574-24-007325	021-231900               	30-DEC-2024		X0708	D/A	LIVE		
0002049947-24-000001	021-533637               	30-DEC-2024		X0708	D	LIVE		
0002044055-24-000001	021-533636               	30-DEC-2024		X0708	D	LIVE		
0002050005-24-000001	021-533635               	30-DEC-2024		X0708	D	LIVE		
0000919574-24-007323	021-232031               	30-DEC-2024		X0708	D/A	LIVE		
0002047376-24-000018	021-532670               	30-DEC-2024		X0708	D/A	LIVE		
0002047376-24-000017	021-523410               	30-DEC-2024		X0708	D/A	LIVE		
0001815321-24-000002	021-533634               	30-DEC-2024		X0708	D	LIVE		
0002047376-24-000016	021-516102               	30-DEC-2024		X0708	D/A	LIVE		
0002045699-24-000001	021-533633               	30-DEC-2024		X0708	D	LIVE		
0002047376-24-000015	021-469306               	30-DEC-2024		X0708	D/A	LIVE		
0002047376-24-000014	021-526096               	30-DEC-2024		X0708	D/A	LIVE		
0002047376-24-000013	021-528721               	30-DEC-2024		X0708	D/A	LIVE		
0002042737-24-000004	021-533632               	30-DEC-2024		X0708	D	LIVE		
0002047376-24-000012	021-507459               	30-DEC-2024		X0708	D/A	LIVE		
0002049980-24-000001	021-533631               	30-DEC-2024		X0708	D	LIVE		
0002040878-24-000001	021-533630               	30-DEC-2024		X0708	D	LIVE		
0002047376-24-000011	021-528984               	30-DEC-2024		X0708	D/A	LIVE		
0002047376-24-000010	021-523524               	30-DEC-2024		X0708	D/A	LIVE		
0002047376-24-000009	021-526066               	30-DEC-2024		X0708	D/A	LIVE		
0002047376-24-000008	021-472786               	30-DEC-2024		X0708	D/A	LIVE		
0002049517-24-000001	021-533629               	30-DEC-2024		X0708	D	LIVE		
0002047376-24-000007	021-524933               	30-DEC-2024		X0708	D/A	LIVE		
0001355027-24-000002	021-86778                	30-DEC-2024		X0708	D/A	LIVE		
0002047376-24-000006	021-521632               	30-DEC-2024		X0708	D/A	LIVE		
0002002576-24-000007	021-518024               	30-DEC-2024		X0708	D/A	LIVE		
0002004680-24-000001	021-500348               	30-DEC-2024		X0708	D/A	LIVE		
0002047376-24-000005	021-465893               	30-DEC-2024		X0708	D/A	LIVE		
0002047376-24-000004	021-518419               	30-DEC-2024		X0708	D/A	LIVE		
0002048772-24-000001	021-533628               	30-DEC-2024		X0708	D	LIVE		
0002042368-24-000005	021-533627               	30-DEC-2024		X0708	D	LIVE		
0002048768-24-000001	021-533626               	30-DEC-2024		X0708	D	LIVE		
0002047376-24-000003	021-531141               	30-DEC-2024		X0708	D/A	LIVE		
0002048674-24-000002	021-533625               	30-DEC-2024		X0708	D	LIVE		
0001355027-24-000001	021-86778                	30-DEC-2024		X0708	D/A	LIVE		
0002048677-24-000001	021-533624               	30-DEC-2024		X0708	D	LIVE		
0002049115-24-000003	021-532607               	30-DEC-2024		X0708	D/A	LIVE		
0002049364-24-000001	021-533623               	30-DEC-2024		X0708	D	LIVE		
0002042608-24-000002	021-533622               	30-DEC-2024		X0708	D	LIVE		
0002041511-24-000002	021-533621               	30-DEC-2024		X0708	D	LIVE		
0001934501-24-000001	021-533620               	30-DEC-2024		X0708	D	LIVE		
0001841356-24-000499	021-533619               	30-DEC-2024		X0708	D	LIVE		
0002050289-24-000001	021-533618               	30-DEC-2024		X0708	D	LIVE		
0002048181-24-000001	021-533617               	30-DEC-2024		X0708	D	LIVE		
0002049622-24-000001	021-533616               	30-DEC-2024		X0708	D	LIVE		
0002050154-24-000001	021-533615               	30-DEC-2024		X0708	D	LIVE		
0002050307-24-000001	021-533614               	30-DEC-2024		X0708	D	LIVE		
0001262227-24-000001	021-58264                	30-DEC-2024		X0708	D/A	LIVE		
0002050097-24-000002	021-533613               	30-DEC-2024		X0708	D	LIVE		
0002050156-24-000001	021-533612               	30-DEC-2024		X0708	D	LIVE		
0002050166-24-000001	021-533611               	30-DEC-2024		X0708	D	LIVE		
0002049515-24-000001	021-533610               	30-DEC-2024		X0708	D	LIVE		
0001908614-24-000001	021-432676               	30-DEC-2024		X0708	D/A	LIVE		
0002050164-24-000001	021-533609               	30-DEC-2024		X0708	D	LIVE		
0001980268-24-000002	021-486370               	30-DEC-2024		X0708	D/A	LIVE		
0001882427-24-000003	021-533608               	30-DEC-2024		X0708	D	LIVE		
0002049690-24-000001	021-533607               	30-DEC-2024		X0708	D	LIVE		
0001938747-24-000001	021-533606               	30-DEC-2024		X0708	D	LIVE		
0002050203-24-000001	021-533605               	30-DEC-2024		X0708	D	LIVE		
0002047797-24-000002	021-533604               	30-DEC-2024		X0708	D	LIVE		
0001014108-24-000065	021-533603               	30-DEC-2024		X0708	D	LIVE		
0002046066-24-000003	021-533602               	30-DEC-2024		X0708	D	LIVE		
0002050087-24-000001	021-533601               	30-DEC-2024		X0708	D	LIVE		
0002050099-24-000001	021-533600               	30-DEC-2024		X0708	D	LIVE		
0000911420-24-000294	021-533599               	30-DEC-2024		X0708	D	LIVE		
0002046663-24-000001	021-533598               	30-DEC-2024		X0708	D	LIVE		
0001828399-24-000002	021-533597               	30-DEC-2024		X0708	D	LIVE		
0001771408-24-000003	021-501869               	30-DEC-2024		X0708	D/A	LIVE		
0002048618-24-000001	021-533596               	30-DEC-2024		X0708	D	LIVE		
0002041396-24-000004	021-527286               	30-DEC-2024		X0708	D/A	LIVE		
0002046066-24-000002	021-533595               	30-DEC-2024		X0708	D	LIVE		
0002041396-24-000003	021-527287               	30-DEC-2024		X0708	D/A	LIVE		
0002050017-24-000001	021-533594               	30-DEC-2024		X0708	D	LIVE		
0002050131-24-000002	021-533593               	30-DEC-2024		X0708	D	LIVE		
0002049672-24-000001	021-533592               	30-DEC-2024		X0708	D	LIVE		
0000911420-24-000292	021-533591               	30-DEC-2024		X0708	D	LIVE		
0002002576-24-000006	021-533590               	30-DEC-2024		X0708	D	LIVE		
0002049514-24-000002	021-533589               	30-DEC-2024		X0708	D	LIVE		
0002002576-24-000005	021-480629               	30-DEC-2024		X0708	D/A	LIVE		
0002050206-24-000002	021-533588               	30-DEC-2024		X0708	D	LIVE		
0002050245-24-000002	021-533587               	30-DEC-2024		X0708	D	LIVE		
0002046066-24-000001	021-533586               	30-DEC-2024		X0708	D	LIVE		
0002002576-24-000004	021-501214               	30-DEC-2024		X0708	D/A	LIVE		
0002050206-24-000001	021-533585               	30-DEC-2024		X0708	D	LIVE		
0002049270-24-000001	021-533584               	30-DEC-2024		X0708	D	LIVE		
0002018684-24-000030	021-514437               	30-DEC-2024		X0708	D/A	LIVE		
0002030892-24-000001	021-533583               	30-DEC-2024		X0708	D	LIVE		
0001896410-24-000043	021-533582               	30-DEC-2024		X0708	D	LIVE		
0001833036-24-000004	021-528192               	30-DEC-2024		X0708	D/A	LIVE		
0002046830-24-000001	021-533581               	30-DEC-2024		X0708	D	LIVE		
0001817471-24-000005	021-533580               	30-DEC-2024		X0708	D	LIVE		
0002049456-24-000001	021-533579               	30-DEC-2024		X0708	D	LIVE		
0002048653-24-000001	021-533578               	30-DEC-2024		X0708	D	LIVE		
0001993062-24-000029	021-496736               	30-DEC-2024		X0708	D/A	LIVE		
0001759658-24-000002	021-533577               	30-DEC-2024		X0708	D	LIVE		
0002049457-24-000001	021-533576               	30-DEC-2024		X0708	D	LIVE		
0002049260-24-000001	021-533575               	30-DEC-2024		X0708	D	LIVE		
0001837974-24-000001	021-384501               	30-DEC-2024		X0708	D/A	LIVE		
0002002576-24-000003	021-501212               	30-DEC-2024		X0708	D/A	LIVE		
0002042368-24-000004	021-166499               	30-DEC-2024		X0708	D/A	LIVE		
0002049970-24-000001	021-533574               	30-DEC-2024		X0708	D	LIVE		
0002018562-24-000034	021-511837               	30-DEC-2024		X0708	D/A	LIVE		
0001885926-24-000001	021-533573               	30-DEC-2024		X0708	D	LIVE		
0001944473-24-000002	021-533572               	30-DEC-2024		X0708	D	LIVE		
0002002576-24-000002	021-501206               	30-DEC-2024		X0708	D/A	LIVE		
0002013392-24-000035	021-506098               	30-DEC-2024		X0708	D/A	LIVE		
0002046140-24-000001	021-533571               	30-DEC-2024		X0708	D	LIVE		
0000950123-24-012393	021-404292               	30-DEC-2024		X0708	D/A	LIVE		
0001527683-24-000004	021-533570               	30-DEC-2024		X0708	D	LIVE		
0001958649-24-000001	021-469184               	30-DEC-2024		X0708	D/A	LIVE		
0002049252-24-000001	021-533569               	30-DEC-2024		X0708	D	LIVE		
0002049265-24-000001	021-533568               	30-DEC-2024		X0708	D	LIVE		
0002050273-24-000001	021-533567               	30-DEC-2024		X0708	D	LIVE		
0002049627-24-000001	021-533566               	30-DEC-2024		X0708	D	LIVE		
0001629616-24-000001	021-231260               	30-DEC-2024		X0708	D/A	LIVE		
0002050101-24-000001	021-533565               	30-DEC-2024		X0708	D	LIVE		
0002006378-24-000001	021-501039               	30-DEC-2024		X0708	D/A	LIVE		
0000950123-24-012391	021-349384               	30-DEC-2024		X0708	D/A	LIVE		
0002049814-24-000001	021-533564               	30-DEC-2024		X0708	D	LIVE		
0001629618-24-000001	021-231262               	30-DEC-2024		X0708	D/A	LIVE		
0002014062-24-000002	021-532046               	30-DEC-2024		X0708	D/A	LIVE		
0002006374-24-000001	021-501036               	30-DEC-2024		X0708	D/A	LIVE		
0001903207-24-000002	021-428262               	30-DEC-2024		X0708	D/A	LIVE		
0001043039-24-000052	021-533563               	30-DEC-2024		X0708	D	LIVE		
0000950123-24-012389	021-438929               	30-DEC-2024		X0708	D/A	LIVE		
0000950123-24-012388	021-327329               	30-DEC-2024		X0708	D/A	LIVE		
0002049851-24-000001	021-533562               	30-DEC-2024		X0708	D	LIVE		
0002045273-24-000001	021-533561               	30-DEC-2024		X0708	D	LIVE		
0000929638-24-004318	021-485422               	30-DEC-2024		X0708	D/A	LIVE		
0002047037-24-000001	021-533560               	30-DEC-2024		X0708	D	LIVE		
0002005928-24-000002	021-469191               	30-DEC-2024		X0708	D/A	LIVE		
0001013594-24-001051	021-276853               	30-DEC-2024		X0708	D/A	LIVE		
0002049748-24-000001	021-533559               	30-DEC-2024		X0708	D	LIVE		
0002049475-24-000002	021-533558               	30-DEC-2024		X0708	D	LIVE		
0001013594-24-001050	021-500993               	30-DEC-2024		X0708	D/A	LIVE		
0002049475-24-000001	021-533557               	30-DEC-2024		X0708	D	LIVE		
0002005928-24-000001	021-501115               	30-DEC-2024		X0708	D/A	LIVE		
0001104659-24-132317	021-533556               	30-DEC-2024		X0708	D	LIVE		
0001129758-24-000001	021-49915                	30-DEC-2024		X0708	D/A	LIVE		
0002048835-24-000001	021-533555               	30-DEC-2024		X0708	D	LIVE		
0002041353-24-000001	021-533554               	30-DEC-2024		X0708	D	LIVE		
0002050027-24-000001	021-533553               	30-DEC-2024		X0708	D	LIVE		
0002049539-24-000001	021-533552               	30-DEC-2024		X0708	D	LIVE		
0001708414-24-000001	021-533551               	30-DEC-2024		X0708	D	LIVE		
0002046344-24-000001	021-533550               	30-DEC-2024		X0708	D	LIVE		
0002049799-24-000002	021-533549               	30-DEC-2024		X0708	D	LIVE		
0002036560-24-000001	021-533548               	30-DEC-2024		X0708	D	LIVE		
0001493152-24-052391	021-384893               	30-DEC-2024		X0708	D/A	LIVE		
0001493152-24-052389	021-384892               	30-DEC-2024		X0708	D/A	LIVE		
0002050115-24-000001	021-533547               	30-DEC-2024		X0708	D	LIVE		
0002033137-24-000002	021-533546               	30-DEC-2024		X0708	D	LIVE		
0001879785-24-000063	021-491490               	30-DEC-2024		X0708	D/A	LIVE		
0002048630-24-000002	021-533545               	30-DEC-2024		X0708	D	LIVE		
0002048630-24-000001	021-533544               	30-DEC-2024		X0708	D	LIVE		
0001536647-24-000001	021-533543               	30-DEC-2024		X0708	D	LIVE		
0001493152-24-052349	021-501083               	30-DEC-2024		X0708	D/A	LIVE		
0002027768-24-000002	021-533542               	30-DEC-2024		X0708	D	LIVE		
0001493152-24-052344	021-501084               	30-DEC-2024		X0708	D/A	LIVE		
0002027991-24-000002	021-533541               	30-DEC-2024		X0708	D	LIVE		
0001749036-24-000002	021-515228               	30-DEC-2024		X0708	D/A	LIVE		
0001949197-24-000001	021-533539               	30-DEC-2024		X0708	D	LIVE		
0001726486-24-000001	021-302650               	30-DEC-2024		X0708	D/A	LIVE		
0000935836-24-000781	021-533528               	30-DEC-2024		X0708	D	LIVE		
0002050032-24-000001	021-533535               	30-DEC-2024		X0708	D	LIVE		
0001852387-24-000001	021-393273               	30-DEC-2024		X0708	D/A	LIVE		
0002050152-24-000004	021-533537               	30-DEC-2024		X0708	D	LIVE		
0002046084-24-000001	021-533540               	30-DEC-2024		X0708	D	LIVE		
0001959701-24-000001	021-470310               	30-DEC-2024		X0708	D/A	LIVE		
0000935836-24-000784	021-533536               	30-DEC-2024		X0708	D	LIVE		
0001820401-24-000001	021-372589               	30-DEC-2024		X0708	D/A	LIVE		
0002040130-24-000001	021-533534               	30-DEC-2024		X0708	D	LIVE		
0002049726-24-000002	021-533532               	30-DEC-2024		X0708	D	LIVE		
0002050152-24-000003	021-533533               	30-DEC-2024		X0708	D	LIVE		
0002050225-24-000001	021-533529               	30-DEC-2024		X0708	D	LIVE		
0001995170-24-000001	021-501037               	30-DEC-2024		X0708	D/A	LIVE		
0001757557-24-000008	021-324763               	30-DEC-2024		X0708	D/A	LIVE		
0002050152-24-000002	021-533530               	30-DEC-2024		X0708	D	LIVE		
